138,5
11,7
54,8
445,8
396,8
448,6
25,8
427,6
235,8
309,6
237,6
3,5
425,8
264,8
437,9
434,5
436,8
229,9
430,4
193,5
162,8
453,8
133,8
135,10
372,8
163,8
20,8
153,4
201,6
364,9
499,7
140,7
351,3
108,6
390,4
217,6
475,8
398,4
107,5
157,5
429,6
82,6
439,10
181,7
363,8
256,10
355,9
497,8
476,7
388,7
170,10
316,6
413,8
457,7
299,6
325,7
75,9
26,5
317,5
230,4
202,6
197,5
94,6
447,8
311,6
136,3
274,8
58,8
464,5
12,5
405,6
4,5
322,9
213,7
320,9
415,8
132,7
293,6
441,7
370,7
169,6
43,4
314,5
412,6
315,6
349,6
350,7
262,6
500,7
175,8
426,6
341,8
118,6
352,8
394,4
233,8
113,7
155,8
482,8
340,7
63,4
483,8
295,4
371,4
194,6
60,7
195,8
276,6
383,4
121,6
268,8
282,7
177,9
110,8
165,8
491,7
358,6
328,4
395,6
485,8
379,8
99,8
174,6
403,3
456,7
207,5
7,6
71,9
183,10
51,8
468,7
101,7
168,9
473,7
380,5
33,3
176,10
384,5
242,5
261,7
186,4
333,6
221,8
21,8
184,7
18,7
220,5
289,5
431,7
455,6
87,5
462,8
387,10
141,6
435,7
80,6
421,9
226,8
77,7
247,6
190,8
205,5
67,10
96,9
122,8
97,9
5,6
407,5
414,8
212,8
185,6
334,7
144,5
277,5
152,6
385,6
68,6
31,9
269,6
308,8
493,9
292,8
275,4
496,7
46,6
287,8
326,8
258,9
188,5
79,9
422,8
161,8
240,5
42,4
487,7
492,6
109,10
227,9
10,10
224,7
348,6
310,6
158,9
41,6
225,6
93,9
404,9
114,7
178,6
236,5
145,6
338,7
466,7
318,9
74,5
463,8
119,7
98,9
335,10
232,8
223,8
45,6
486,7
332,6
15,5
266,8
47,5
249,8
301,7
252,7
61,10
125,9
88,7
375,8
285,10
24,8
291,7
342,9
423,6
151,9
231,7
70,8
393,8
399,4
57,8
76,8
130,10
182,5
246,10
471,7
428,5
35,2
440,9
397,6
200,5
495,9
38,8
34,6
253,6
234,5
243,4
312,4
219,8
62,5
69,6
454,8
22,6
23,6
123,6
166,8
29,7
179,6
402,8
381,5
382,8
248,6
479,7
303,5
50,5
89,5
53,6
465,9
474,7
484,4
192,10
488,9
451,9
376,8
280,6
39,6
154,6
149,7
147,6
164,5
418,6
323,6
65,7
290,9
307,9
329,5
206,8
124,7
160,8
477,5
354,8
400,6
401,7
214,9
52,4
378,9
244,5
362,3
49,8
56,3
40,7
111,7
210,7
19,4
459,6
103,9
321,5
373,8
218,3
377,4
458,8
356,8
37,6
17,4
102,7
203,4
84,4
159,8
211,3
106,8
241,3
478,8
297,9
28,7
115,7
171,5
64,7
100,6
228,7
304,5
73,7
410,7
105,3
336,5
187,9
255,8
254,8
419,7
408,6
120,5
283,8
319,3
104,3
452,4
95,6
48,10
139,9
284,9
81,7
146,10
461,6
347,10
302,9
204,5
467,6
9,6
156,5
259,8
85,4
2,9
339,6
392,3
368,5
337,6
32,6
288,4
433,6
300,5
239,7
112,5
137,9
1,7
498,8
438,8
367,9
36,4
128,7
416,6
55,9
411,8
294,7
126,7
44,5
263,6
279,10
409,5
215,7
216,8
494,7
92,6
271,9
167,10
208,7
180,8
424,7
490,4
406,7
313,6
148,8
470,8
127,5
306,10
