448,5
138,7
156,3
233,7
478,7
110,7
485,7
44,5
332,5
382,10
361,6
24,8
166,8
41,6
123,3
232,7
105,3
428,2
5,9
432,7
165,7
46,6
211,4
365,7
409,5
192,10
62,7
353,8
286,6
499,6
474,3
79,8
312,4
450,4
422,8
254,7
280,4
240,7
484,4
20,5
72,4
238,7
219,6
258,9
196,4
45,7
8,3
470,7
213,6
497,7
50,4
217,6
67,7
114,7
98,9
37,4
56,3
358,7
446,6
436,6
367,7
257,5
206,8
15,4
108,7
220,5
269,7
476,5
135,9
292,7
28,4
224,5
78,4
483,6
404,8
255,5
172,5
175,6
29,5
431,4
167,7
400,3
122,7
246,8
347,9
242,4
51,7
479,3
340,6
16,7
25,5
190,8
142,4
199,6
472,8
95,6
208,7
324,5
239,8
154,6
384,5
429,5
376,5
453,7
137,8
410,7
274,8
42,1
227,8
53,7
298,8
27,9
252,6
363,7
283,7
317,5
307,9
462,6
306,10
383,2
266,6
234,4
11,6
330,6
251,7
433,3
54,5
379,5
288,4
391,5
92,5
4,4
293,6
368,6
204,6
487,6
188,4
281,10
101,3
189,9
119,6
397,3
100,4
39,5
464,4
248,6
377,4
494,5
160,9
380,4
500,4
186,3
401,7
141,4
335,8
231,6
356,6
80,5
6,6
159,7
276,6
477,3
250,5
176,9
97,7
103,10
374,6
463,5
10,8
136,4
299,3
392,4
203,4
83,7
184,5
34,4
96,7
354,10
272,4
226,7
345,5
163,7
207,5
322,7
260,9
468,5
223,9
412,3
181,8
120,4
262,6
362,4
243,6
57,7
419,7
282,6
459,6
425,7
139,7
447,5
421,9
75,7
99,7
406,5
318,6
195,8
116,8
143,6
148,9
26,6
277,3
296,6
76,9
245,9
378,7
360,6
339,4
263,5
153,1
244,6
315,6
180,8
205,2
481,6
303,5
134,4
214,5
278,4
465,6
200,3
158,8
249,5
427,7
59,5
482,5
389,5
43,6
106,7
326,6
475,9
113,8
132,7
115,4
350,9
187,8
22,6
496,6
451,7
445,5
414,6
415,6
319,2
407,5
131,4
201,6
90,6
408,4
300,4
467,6
230,3
35,2
55,8
338,4
261,7
325,6
61,9
387,8
194,5
171,6
492,7
295,3
157,4
418,8
128,6
381,4
372,4
152,6
86,5
182,3
151,8
145,4
146,10
21,8
331,5
144,4
107,5
228,5
341,6
3,4
394,5
94,5
197,6
216,3
140,7
443,8
102,7
316,4
426,5
287,7
273,6
390,3
264,5
291,7
91,5
49,9
310,6
270,3
125,6
162,6
489,2
301,9
124,7
82,5
70,7
87,6
416,3
66,6
398,5
417,7
333,5
247,4
84,4
455,6
210,5
221,10
33,3
304,6
302,6
161,8
7,4
40,7
371,5
65,6
396,7
486,5
209,5
30,2
440,7
31,7
449,5
89,6
346,9
169,4
236,5
52,2
285,9
48,10
284,7
173,6
129,9
473,5
17,5
370,6
81,8
327,7
1,5
126,7
402,6
290,6
193,5
386,4
466,8
328,2
63,3
420,9
149,6
71,7
471,5
314,4
343,10
121,8
435,7
355,7
493,7
133,7
279,8
351,4
237,7
344,8
311,7
23,6
454,8
259,5
434,3
74,6
14,5
460,5
441,9
313,6
334,3
168,8
64,5
13,10
170,8
85,4
155,6
323,5
357,5
452,4
369,4
58,6
88,6
309,5
393,6
183,10
185,6
305,4
178,3
104,4
191,8
147,6
444,5
47,4
438,7
388,5
202,4
