272,3
411,7
433,3
414,7
343,8
156,5
321,6
127,5
176,8
75,7
481,7
429,7
288,3
225,5
9,7
36,3
324,5
48,8
206,9
107,7
45,8
98,7
8,4
195,8
286,5
67,6
77,6
90,7
214,5
88,6
344,8
32,2
293,7
108,8
349,6
128,8
49,6
234,7
424,4
299,6
192,10
357,5
13,8
396,6
352,7
209,5
33,5
319,3
398,4
450,4
199,4
404,6
42,4
203,5
488,6
415,7
445,7
161,7
113,6
106,8
378,8
239,6
165,6
469,8
276,5
29,4
123,6
10,8
182,3
341,7
292,7
350,8
213,6
204,5
218,4
390,1
422,6
177,7
447,4
183,7
487,4
408,3
92,6
500,5
310,7
62,6
377,4
84,3
170,7
492,5
257,5
240,5
420,6
141,6
407,3
22,6
478,8
373,5
342,7
94,3
118,7
416,3
271,7
174,4
409,4
245,7
335,8
448,5
397,3
295,4
311,6
367,7
419,5
307,9
279,9
475,7
114,5
41,5
439,6
318,6
72,3
189,8
93,5
283,8
265,5
105,3
226,8
228,4
485,8
117,9
2,8
66,3
116,7
184,7
5,6
453,7
187,5
491,5
102,8
459,6
96,9
79,8
73,5
372,5
484,3
383,3
217,6
474,5
359,6
138,2
337,3
387,9
255,7
145,5
278,4
20,8
274,6
403,3
149,4
452,3
259,6
124,6
382,7
129,10
186,3
300,7
496,8
3,6
52,4
229,6
282,7
130,8
158,7
251,5
51,6
142,3
389,6
64,5
413,6
290,7
322,7
40,6
493,9
56,3
236,6
11,9
70,5
69,3
401,9
238,6
154,6
262,7
54,7
198,2
482,5
456,7
326,6
220,4
246,10
304,5
301,7
125,7
384,5
338,4
82,7
144,4
334,3
428,4
425,7
65,8
284,7
175,7
314,5
330,3
119,9
273,7
426,3
169,6
254,6
446,7
498,5
317,6
50,4
328,3
348,3
394,4
248,5
329,6
47,3
196,3
356,5
369,5
132,4
4,4
55,8
471,4
247,4
201,5
39,5
57,5
455,5
200,1
27,7
306,7
7,4
400,4
221,9
133,8
135,9
179,6
91,2
270,4
430,5
434,5
287,7
178,5
366,8
297,8
423,6
339,8
190,8
253,6
104,3
417,8
458,5
16,5
34,3
159,7
19,3
355,6
351,3
89,4
320,8
477,4
86,3
147,7
280,5
281,9
269,5
207,4
370,6
444,5
298,5
375,9
490,3
85,4
296,4
101,7
395,3
171,6
59,3
139,6
6,6
83,6
312,4
223,6
231,7
418,7
340,5
224,6
164,6
393,7
466,5
386,4
172,3
17,5
188,5
126,7
364,6
215,6
264,6
461,5
345,5
103,8
166,7
309,5
435,7
152,3
336,5
243,4
211,4
26,6
399,7
441,8
122,6
191,8
235,6
163,6
479,5
216,5
289,3
120,6
473,7
31,9
78,6
28,4
472,7
146,9
494,5
24,9
233,6
181,7
109,7
347,7
208,7
277,5
68,4
294,6
202,4
232,5
46,5
437,8
268,8
495,7
173,7
151,9
303,5
197,6
230,2
463,6
242,5
261,5
440,7
266,8
388,6
454,8
438,9
391,5
331,6
333,3
449,6
140,3
80,5
421,7
35,1
155,6
15,4
381,4
38,9
332,7
18,8
185,5
353,7
99,6
379,7
157,5
468,6
432,7
180,9
462,4
30,2
427,5
97,8
160,6
148,9
470,7
263,4
451,5
252,7
327,4
436,8
219,4
442,8
260,8
376,5
110,7
241,5
71,8
325,7
237,6
37,5
316,4
137,6
368,4
412,4
285,10
61,9
63,3
323,6
362,4
402,5
410,6
308,6
476,7
112,2
43,4
244,6
406,6
