192,7
110,10
30,5
62,6
61,2
58,3
164,4
151,1
49,5
53,1
171,10
29,6
51,9
86,8
116,6
83,9
116,3
133,4
190,9
160,4
54,8
44,10
176,8
107,10
149,3
25,6
51,1
133,6
199,5
51,9
42,3
148,1
133,3
83,9
3,5
196,6
82,6
179,1
140,3
181,3
144,4
103,4
112,9
82,10
128,8
128,1
42,9
102,3
136,7
37,4
151,5
158,8
20,8
50,9
70,1
115,2
135,9
131,1
200,1
95,2
32,1
127,7
97,10
21,8
112,9
183,8
175,7
50,2
128,3
101,9
112,3
56,5
77,6
104,10
102,5
80,2
86,4
4,6
196,7
157,6
177,7
164,2
183,4
29,8
83,2
18,3
39,1
144,10
167,2
90,9
21,9
169,4
59,1
21,1
165,5
178,1
192,10
1,3
131,5
138,4
48,3
131,2
183,7
