75,7
94,6
124,7
232,7
401,8
426,7
397,4
206,7
23,6
158,9
473,8
454,10
81,9
35,1
271,8
250,5
154,8
389,4
470,8
227,9
291,6
167,9
302,6
239,8
209,6
469,8
149,8
434,5
377,6
3,2
182,5
447,4
220,5
472,9
31,7
296,6
288,6
367,9
169,7
56,5
130,8
70,7
69,7
101,6
484,6
22,7
406,9
78,7
41,6
34,6
376,6
219,7
305,6
424,7
452,6
133,8
387,10
362,3
19,5
496,7
286,5
137,8
295,5
267,7
192,10
195,9
136,7
429,8
62,6
499,8
351,4
410,7
107,6
280,5
14,4
159,7
498,8
117,8
225,7
427,8
341,7
420,8
253,5
337,6
110,8
80,5
16,6
201,9
87,6
486,7
152,4
414,5
235,8
98,10
151,7
175,7
405,7
368,9
184,6
27,8
2,9
248,6
95,8
83,5
495,8
491,8
461,8
365,7
172,5
259,6
336,6
366,8
310,7
333,7
276,8
86,5
304,5
340,8
216,6
500,6
325,7
229,10
150,9
165,7
77,9
211,5
464,6
398,4
358,8
315,5
493,8
103,10
442,6
180,9
492,7
412,3
374,6
409,6
221,9
57,8
425,9
42,4
293,8
255,8
36,5
128,8
373,7
423,8
396,8
437,10
342,9
281,9
202,5
199,7
433,5
156,5
354,8
403,5
466,6
123,7
483,8
131,6
350,8
21,8
439,10
392,4
236,7
451,8
99,8
185,5
307,9
51,8
212,6
52,4
326,9
268,8
450,8
174,6
9,6
449,7
370,7
338,7
72,5
162,9
119,9
90,9
134,3
143,7
292,9
314,6
436,9
173,7
188,4
467,6
369,2
417,8
476,8
210,8
18,9
7,5
353,8
254,6
277,7
251,6
347,5
10,8
488,9
335,10
15,5
176,10
146,10
233,6
334,4
38,10
252,7
141,7
430,5
355,6
363,7
60,7
217,7
260,9
79,9
135,9
102,7
283,8
58,8
407,5
322,8
390,5
418,7
205,5
332,6
478,9
379,5
115,4
329,7
120,6
474,4
273,6
20,5
309,5
481,9
274,8
262,8
344,8
73,7
308,7
33,3
171,6
241,6
178,4
394,5
108,8
215,9
91,6
301,10
43,6
200,1
477,4
279,9
306,9
313,6
32,4
263,5
106,6
67,6
144,6
443,8
148,8
380,5
393,6
383,4
214,9
50,4
85,4
68,9
132,6
432,8
312,6
411,9
223,8
256,9
238,8
64,6
17,7
375,10
97,7
129,10
61,10
386,6
497,7
290,5
170,10
46,8
168,10
285,9
330,5
258,8
234,6
30,4
8,4
203,4
104,4
194,5
441,8
297,8
278,4
113,9
213,8
264,8
24,9
55,9
266,4
463,6
391,7
372,6
356,8
160,7
127,8
303,6
155,7
384,6
479,6
298,7
245,9
289,3
145,6
139,10
324,7
428,7
357,3
157,2
153,5
89,6
272,4
331,7
385,5
345,6
440,7
243,3
287,7
422,9
249,7
47,7
49,9
343,10
456,9
28,7
71,9
111,5
5,6
208,9
161,8
140,5
453,9
455,7
147,5
231,7
490,6
163,8
197,6
40,7
404,7
317,6
400,5
261,7
122,7
189,10
4,5
76,8
408,5
6,6
445,8
346,7
382,9
294,8
327,7
494,5
1,9
226,10
485,7
198,4
13,10
207,5
204,7
237,7
458,10
311,8
349,8
112,3
65,8
282,7
181,7
320,10
339,8
39,8
395,6
360,10
388,7
431,5
11,7
319,3
381,5
96,9
26,6
66,6
480,5
328,4
109,10
364,7
435,9
29,7
242,6
471,5
459,5
118,5
48,10
438,10
100,4
177,10
218,7
489,4
59,5
352,8
465,8
415,6
419,5
193,5
126,8
348,5
