103,4
190,9
48,7
9,28
199,15
96,12
31,41
7,15
144,28
93,24
89,34
172,37
12,12
38,5
150,14
72,4
86,30
133,47
116,50
174,40
88,20
149,24
196,28
156,6
75,25
47,22
105,47
178,48
49,29
119,19
17,22
3,11
50,15
145,41
191,46
59,9
112,58
95,8
39,14
97,47
141,28
74,27
76,29
179,46
107,18
161,18
151,13
24,38
61,38
106,25
45,43
165,20
98,41
81,12
173,36
184,33
67,58
127,57
170,42
122,24
78,32
189,27
14,32
181,21
94,18
187,56
139,15
69,10
43,10
159,38
34,15
10,24
162,26
177,22
71,36
91,29
169,29
77,18
90,70
20,52
166,16
147,22
104,40
131,44
108,63
153,36
125,38
132,36
120,27
6,21
121,21
25,36
84,18
99,41
40,33
134,9
129,27
70,34
183,45
163,42
92,23
44,50
164,54
111,33
8,8
128,33
30,32
142,50
22,30
146,41
114,47
158,60
180,18
19,30
21,37
4,26
64,7
198,26
155,29
2,10
28,37
73,21
143,31
135,48
23,25
56,56
68,28
175,33
192,62
176,32
126,16
83,34
13,36
54,43
200,32
188,15
37,69
11,66
136,40
79,15
154,68
51,85
29,60
46,32
15,40
140,7
193,26
167,33
53,39
42,32
16,41
36,46
63,39
160,54
32,55
5,51
55,46
186,60
115,20
168,38
194,12
195,17
80,35
171,39
57,67
35,24
118,45
101,28
102,75
137,35
41,32
62,39
109,37
130,46
117,32
148,60
197,44
60,28
27,31
152,20
87,38
65,31
85,49
110,49
26,63
1,41
182,22
123,50
18,24
138,37
33,72
82,65
157,70
52,19
124,27
58,42
66,29
113,35
185,43
100,61
